"symbol","owning_fixture","profiles","contract_category","raw_baseline","validation_owner","decision_policy","rationale"
"simdlib_partial_arithmetic_codegen_normalize","tests/codegen/PartialRegisterArithmeticCodegen.cpp","128/SSE42;256/AVX2","value","direct Api/native equivalent","PartialRegisterArithmeticCodegen","ENFORCE exact or pinned hashes","same invariant work"
"simdlib_partial_arithmetic_codegen_sad","tests/codegen/PartialRegisterArithmeticCodegen.cpp","128/SSE42;256/AVX2","reduction","direct Api/native equivalent","PartialRegisterArithmeticCodegen","ENFORCE exact or pinned hashes","same invariant work"
"simdlib_partial_arithmetic_codegen_sparse_adjacent","tests/codegen/PartialRegisterArithmeticCodegen.cpp","128/SSE42;256/AVX2","value","direct Api/native equivalent","PartialRegisterArithmeticCodegen","ENFORCE exact or pinned hashes","same invariant work"
"simdlib_partial_arithmetic_codegen_sqrt","tests/codegen/PartialRegisterArithmeticCodegen.cpp","128/SSE42;256/AVX2","value","direct Api/native equivalent","PartialRegisterArithmeticCodegen","ENFORCE exact or pinned hashes","same invariant work"
"simdlib_partial_arithmetic_codegen_subtract","tests/codegen/PartialRegisterArithmeticCodegen.cpp","128/SSE42;256/AVX2","value","direct Api/native equivalent","PartialRegisterArithmeticCodegen","ENFORCE exact or pinned hashes","same invariant work"
"simdlib_partial_arithmetic_codegen_subtract_saturated","tests/codegen/PartialRegisterArithmeticCodegen.cpp","128/SSE42;256/AVX2","value","direct Api/native equivalent","PartialRegisterArithmeticCodegen","ENFORCE exact or pinned hashes","same invariant work"
"simdlib_partial_general_codegen_blend","tests/codegen/PartialRegisterGeneralCodegen.cpp","128/SSE42;256/AVX2","rearrangement","direct Api/native equivalent","PartialRegisterGeneral","ENFORCE exact or pinned hashes","same invariant work"
"simdlib_partial_general_codegen_composed","tests/codegen/PartialRegisterGeneralCodegen.cpp","128/SSE42;256/AVX2","value","direct Api/native equivalent","PartialRegisterGeneral","ENFORCE exact or pinned hashes","same invariant work"
"simdlib_partial_arithmetic_codegen_magnitude","tests/codegen/PartialRegisterArithmeticCodegen.cpp","128/SSE42;256/AVX2","reduction","direct Api/native equivalent","PartialRegisterArithmeticCodegen","ENFORCE exact or pinned hashes","same invariant work"
"simdlib_partial_arithmetic_codegen_magnitude_checked","tests/codegen/PartialRegisterArithmeticCodegen.cpp","128/SSE42;256/AVX2","reduction","direct Api/native equivalent","PartialRegisterArithmeticCodegen","ENFORCE exact or pinned hashes","same invariant work"
"simdlib_partial_arithmetic_codegen_max","tests/codegen/PartialRegisterArithmeticCodegen.cpp","128/SSE42;256/AVX2","value","direct Api/native equivalent","PartialRegisterArithmeticCodegen","ENFORCE exact or pinned hashes","same invariant work"
"simdlib_partial_arithmetic_codegen_max_position","tests/codegen/PartialRegisterArithmeticCodegen.cpp","128/SSE42;256/AVX2","reduction","direct Api/native equivalent","PartialRegisterArithmeticCodegen","ENFORCE exact or pinned hashes","same invariant work"
"simdlib_partial_arithmetic_codegen_min","tests/codegen/PartialRegisterArithmeticCodegen.cpp","128/SSE42;256/AVX2","value","direct Api/native equivalent","PartialRegisterArithmeticCodegen","ENFORCE exact or pinned hashes","same invariant work"
"simdlib_partial_arithmetic_codegen_min_position","tests/codegen/PartialRegisterArithmeticCodegen.cpp","128/SSE42;256/AVX2","reduction","direct Api/native equivalent","PartialRegisterArithmeticCodegen","ENFORCE exact or pinned hashes","same invariant work"
"simdlib_partial_arithmetic_codegen_modulus","tests/codegen/PartialRegisterArithmeticCodegen.cpp","128/SSE42;256/AVX2","value","direct Api/native equivalent","PartialRegisterArithmeticCodegen","ENFORCE exact or pinned hashes","same invariant work"
"simdlib_partial_arithmetic_codegen_multi_sad","tests/codegen/PartialRegisterArithmeticCodegen.cpp","128/SSE42;256/AVX2","reduction","direct Api/native equivalent","PartialRegisterArithmeticCodegen","ENFORCE exact or pinned hashes","same invariant work"
"simdlib_partial_arithmetic_codegen_multiply","tests/codegen/PartialRegisterArithmeticCodegen.cpp","128/SSE42;256/AVX2","value","direct Api/native equivalent","PartialRegisterArithmeticCodegen","ENFORCE exact or pinned hashes","same invariant work"
"simdlib_partial_arithmetic_codegen_multiply_add","tests/codegen/PartialRegisterArithmeticCodegen.cpp","128/SSE42;256/AVX2","value","direct Api/native equivalent","PartialRegisterArithmeticCodegen","ENFORCE exact or pinned hashes","same invariant work"
"simdlib_partial_arithmetic_codegen_add_saturated","tests/codegen/PartialRegisterArithmeticCodegen.cpp","128/SSE42;256/AVX2","value","direct Api/native equivalent","PartialRegisterArithmeticCodegen","ENFORCE exact or pinned hashes","same invariant work"
"simdlib_partial_arithmetic_codegen_add_subtract","tests/codegen/PartialRegisterArithmeticCodegen.cpp","128/SSE42;256/AVX2","value","direct Api/native equivalent","PartialRegisterArithmeticCodegen","ENFORCE exact or pinned hashes","same invariant work"
"simdlib_partial_arithmetic_codegen_average","tests/codegen/PartialRegisterArithmeticCodegen.cpp","128/SSE42;256/AVX2","value","direct Api/native equivalent","PartialRegisterArithmeticCodegen","ENFORCE exact or pinned hashes","same invariant work"
"simdlib_partial_arithmetic_codegen_byte_multiply_add","tests/codegen/PartialRegisterArithmeticCodegen.cpp","128/SSE42;256/AVX2","value","direct Api/native equivalent","PartialRegisterArithmeticCodegen","ENFORCE exact or pinned hashes","same invariant work"
"simdlib_partial_arithmetic_codegen_divide","tests/codegen/PartialRegisterArithmeticCodegen.cpp","128/SSE42;256/AVX2","value","direct Api/native equivalent","PartialRegisterArithmeticCodegen","ENFORCE exact or pinned hashes","same invariant work"
"simdlib_partial_arithmetic_codegen_dot_product","tests/codegen/PartialRegisterArithmeticCodegen.cpp","128/SSE42;256/AVX2","value","direct Api/native equivalent","PartialRegisterArithmeticCodegen","ENFORCE exact or pinned hashes","same invariant work"
"simdlib_partial_arithmetic_codegen_horizontal_add","tests/codegen/PartialRegisterArithmeticCodegen.cpp","128/SSE42;256/AVX2","value","direct Api/native equivalent","PartialRegisterArithmeticCodegen","ENFORCE exact or pinned hashes","same invariant work"
"simdlib_partial_arithmetic_codegen_horizontal_add_saturated","tests/codegen/PartialRegisterArithmeticCodegen.cpp","128/SSE42;256/AVX2","value","direct Api/native equivalent","PartialRegisterArithmeticCodegen","ENFORCE exact or pinned hashes","same invariant work"
"simdlib_partial_arithmetic_codegen_horizontal_subtract","tests/codegen/PartialRegisterArithmeticCodegen.cpp","128/SSE42;256/AVX2","value","direct Api/native equivalent","PartialRegisterArithmeticCodegen","ENFORCE exact or pinned hashes","same invariant work"
"simdlib_partial_arithmetic_codegen_horizontal_subtract_saturated","tests/codegen/PartialRegisterArithmeticCodegen.cpp","128/SSE42;256/AVX2","value","direct Api/native equivalent","PartialRegisterArithmeticCodegen","ENFORCE exact or pinned hashes","same invariant work"
"simdlib_partial_abi_mask","tests/codegen/PartialRegisterAbi.cpp","128/SSE42;256/AVX2","ABI","direct Api/native equivalent","PartialRegisterAbi","ENFORCE exact or pinned hashes","same invariant work"
"simdlib_partial_abi_opaque","tests/codegen/PartialRegisterAbi.cpp","128/SSE42;256/AVX2","ABI","direct Api/native equivalent","PartialRegisterAbi","ENFORCE exact or pinned hashes","same invariant work"
"simdlib_partial_abi_pass","tests/codegen/PartialRegisterAbi.cpp","128/SSE42;256/AVX2","ABI","direct Api/native equivalent","PartialRegisterAbi","ENFORCE exact or pinned hashes","same invariant work"
"simdlib_partial_abi_pressure","tests/codegen/PartialRegisterAbi.cpp","128/SSE42;256/AVX2","ABI","direct Api/native equivalent","PartialRegisterAbi","ENFORCE exact or pinned hashes","same invariant work"
"simdlib_partial_abi_reassign","tests/codegen/PartialRegisterAbi.cpp","128/SSE42;256/AVX2","ABI","direct Api/native equivalent","PartialRegisterAbi","ENFORCE exact or pinned hashes","same invariant work"
"simdlib_partial_abi_return","tests/codegen/PartialRegisterAbi.cpp","128/SSE42;256/AVX2","ABI","direct Api/native equivalent","PartialRegisterAbi","ENFORCE exact or pinned hashes","same invariant work"
"simdlib_partial_abi_scalar","tests/codegen/PartialRegisterAbi.cpp","128/SSE42;256/AVX2","ABI","direct Api/native equivalent","PartialRegisterAbi","ENFORCE exact or pinned hashes","same invariant work"
"simdlib_partial_abi_type_change","tests/codegen/PartialRegisterAbi.cpp","128/SSE42;256/AVX2","ABI","direct Api/native equivalent","PartialRegisterAbi","ENFORCE exact or pinned hashes","same invariant work"
"simdlib_partial_arithmetic_codegen_absolute","tests/codegen/PartialRegisterArithmeticCodegen.cpp","128/SSE42;256/AVX2","value","direct Api/native equivalent","PartialRegisterArithmeticCodegen","ENFORCE exact or pinned hashes","same invariant work"
"simdlib_partial_arithmetic_codegen_add","tests/codegen/PartialRegisterArithmeticCodegen.cpp","128/SSE42;256/AVX2","value","direct Api/native equivalent","PartialRegisterArithmeticCodegen","ENFORCE exact or pinned hashes","same invariant work"
